station_name	time_arrive	time_depart
Colombo Fort		73800
Ragama	75180	75300
Gampaha	76020	76080
Veyangoda	76680	76860
Polgahawela	78960	79080
Rambukkana	79860	80160
Kadugannawa	82920	83160
Gampola	86160	360
Ulapane	1260	1320
Nawalapitiya	2160	2460
Inguruoya	3360	3420
Galaboda	4320	4380
Watawala	5580	5640
Rosella	6600	6660
Hatton	7680	7860
Kotagala	8640	8700
Talawakele	9660	9780
Watagoda	10860	10920
Great Western	11760	11820
Nanuoya	12960	13320
Ambewela	15300	15360
Pattipola	15900	16500
Ohiya	17400	17460
Idalgasinna	18660	18720
Haputale	19680	19800
Diyatalawa	20700	20760
Bandarawela	21660	21840
Kinigama	22200	22260
Heel Oya	22740	22800
Kital Elle	23280	23340
Elle	23700	24120
Uduwara	24180	24240
Haliela	24780	24900
Demodara	25020	25080
Badulla	25800	
