station_name	time_arrive	time_depart
Negombo		69300
Kurana	69600	69660
Katunayake	69900	69960
Free Trade Zone	70080	70140
Liyanagemulla	70260	70320
Seeduwa	70500	70560
Alawatupitiya	70740	70800
Kudahakapola	70920	70980
Tudella	71100	71160
Ja-ela	71340	71400
Kapuwatte	71520	71580
Kandana	71700	71760
Peralanda	71940	72000
Ragama	72180	72240
Horape	72360	72420
Enderamulla	72600	72660
Hunupitiya	72780	72840
Wanawasala	73020	73080
Kelaniya	73260	73320
Dematagoda	73560	73620
Colombo Fort	74220	
