station_name	lat	lng	formatted_address
Bambalapitiya	6.8936984	79.8529574	Bambalapitiya, Colombo, Sri Lanka
Bandarawela	6.8289271	80.987606	Bandarawela Railway Station, Bandarawela, Sri Lanka
Bangadeniya	7.635406	79.8285002	Bangadeniya, Peliyagoda-Puttalam Highway, Bangadeniya, Sri Lanka
Baseline Road	6.9262693	79.8784439	Baseline Road Railway Station, Baseline Rd, Colombo 01000, Sri Lanka
Battaluoya	7.726682576847928	79.83110671768132	
Batticaloa	7.724485199999999	81.698769	Batticaloa Railway Station, Batticaloa, Sri Lanka
Batuwatte	7.0550451	79.93715379999999	Batuwatta Railway Station, Batuwatta, Sri Lanka
Bemmulla	7.122410599999999	80.0205155	Bemmulla, Aluthgama-Wigoda Rd, Bemmulla, Sri Lanka
Bentota	6.4221434	79.99668799999999	Bentota, Railway Station Rd, Wadduwa, Sri Lanka
Beruwala	6.473837899999999	79.99199949999999	FXFR+GQQ, Beruwala, Sri Lanka
Bolawatte	7.297036999999999	79.86086639999999	Bolawatta Railway Station, Sri Lanka
Boossa	6.093286	80.13997169999999	Rathgama Railway Station, A2, Boossa, Sri Lanka
Borelessa	7.319935999999999	79.86309519999999	Borelessa Railway Station, Sri Lanka
Botale	7.256678300000001	80.1531708	Botale Railway Station, Sri Lanka
Bulugahagoda	7.0660845	79.94564679999999	Bulugahagoda, Ja-Ela, Sri Lanka
Buthgamuwa	7.273244099368425	80.21070287964949	
Chavakachcheri	9.657150099999999	80.1585782	Chavakachcheri, Chavakachcheri, Sri Lanka
Cheddiikulam	8.6690572	80.3055475	Cheddikulam Railway Station, A14, Sri Lanka
Chilaw	7.5755526	79.7911128	Chilaw, Chilaw, Sri Lanka
China Bey	8.556429399999999	81.1904266	China Bay, Trincomalee, Sri Lanka
Chunnakam	9.7458379	80.0334135	Chunnakam, Station Rd, Chunnakam, Sri Lanka
Colombo Fort	6.9337011	79.85003019999999	Fort, Colombo, Sri Lanka
Cotta Road	6.9134179	79.88448559999999	Cotta Road, Colombo, Sri Lanka
Daraluwa	7.1071528	80.0104558	Daraluwa Railway Station, Sri Lanka
Dec	6.9380863130882195	80.63490691585179	
Dehiwala	6.8509059	79.86209749999999	Dehiwala, Colombo, Sri Lanka
Dekinda	6.996779	80.513904	
Dematagoda	6.9374774	79.8791549	Dematagoda Railway Station, Colombo, Sri Lanka
Demodara	6.902915699999999	81.06267969999999	Demodara, Demodara, Sri Lanka
Dewapuram	7.815765	81.565672	
Dewedda	7.636608891048582	80.34591506426065	
Diyatalawa	6.801921699999999	80.9591746	Diyathalawa, Diyatalawa Station Rd, Diyatalawa 90150, Sri Lanka
Dodanduwa	6.0982147	80.1328558	Dodanduwa Railway Station, A2, Dodanduwa, Sri Lanka
Egoda Uyana	6.7428681	79.8916796	Egoda Uyana Railway Station, Moratuwa, Sri Lanka
Eliphant Pass	9.5021831	80.4058617	Elephant Pass Railway Station, Kilinochchi, Sri Lanka
Elle	6.8757755	81.0471082	Ella Railway Station, Wellawaya-Ella-Kumbalwela Highway, Ella, Sri Lanka
Eluthumattuval	9.652801799999999	80.28004349999999	A9, Pachchilapalli, Sri Lanka
Elwala	7.4412742095052815	80.63218105567418	
Enderamulla	7.0004146	79.9068331	Enderamulla Railway Station, Wattala, Sri Lanka
Erattaperiyakulam	8.709312098843721	80.48075539744617	
Eravur	7.785586400000001	81.6044138	Eravur, Eravur, Sri Lanka
Erukkalam Pendu	7.961505895851633	79.82996387211564	
Free Trade Zone	7.1578921	79.87524839999999	Katunayaka South Railway Station, Katunayake, Sri Lanka
Galaboda	6.986963712441526	80.52962485330617	
Galgamuwa	8.002142599999999	80.2715578	Galgamuwa Railway Station, Kurunegala Road, Galgamuwa, Sri Lanka
Galle	6.0333459	80.2143601	Galle Railway Station, Galle 80000, Sri Lanka
Gallella	7.9142382	81.0489537	Gallella Train Station Bus Stop, Sri Lanka
Galoya Junction	8.1377888	80.8657479	Galoya Junction Railway Station, Galoya, Sri Lanka
Gammana	7.41986	80.32742879999999	Pothuhera, Pothuhera, Sri Lanka
Gampaha	7.0935465	79.9937296	Gampaha Railway Station, Gampaha, Sri Lanka
Gampola	7.162104999999999	80.56693419999999	Gampola Railway Station, Kandy Rd, Gampola, Sri Lanka
Ganegoda	7.2129162	80.1051328	Ganegoda Railway Station, Sri Lanka
Ganemulla	7.068559199999999	79.9599575	Ganemulla, Ganemulla, Sri Lanka
Ganewatte	7.655495756400181	80.34865870487913	
Gangathilaka	7.174866000759317	80.57969136335521	
Gangoda	7.2962468	80.4546189	Gangoda Railway Station, Sri Lanka
Gantalawa	8.416680099999999	81.036816	C28P+MPG, Ganthalawa, Sri Lanka
Gelioya	7.213891799999999	80.5986214	Gelioya, Kalugamuwa Rd, Gelioya, Sri Lanka
Ginthota	6.060698899999999	80.1793841	Ginthota, Galle, Sri Lanka
Girambe	7.364365500000001	80.3024374	Girambe Railway Station, Wattegedara-Egalla-Puwakgahakotuwa Road, Kaikole, Sri Lanka
Godagama	6.8479513	80.0328269	Godagama Railway Station, Godagama, Sri Lanka
Great Western	6.9571952	80.6890494	Great Western, Sri Lanka
Habaraduwa	5.9940517	80.3072959	Habaraduwa Railway Station, A2, Habaraduwa, Sri Lanka
Habarana	8.057336099999999	80.7695425	Habarana, Sri Lanka
Hadiriwalana	7.552477	80.369278	
Haliela	6.9539896	81.0335255	Hali Ela, A16, Hali-ela, Sri Lanka
Haputale	6.7682933	80.9576082	Railway Station Haputale, Haputale, Sri Lanka
Hatamuna	8.039690499999999	80.95151419999999	Hingurakgoda Railway Station, Hingurakgoda, Sri Lanka
Hataras Kotuwa	8.145464681084494	80.83899721103252	
Hatton	6.8932386	80.5974734	Hatton Railway Station, Hatton, Sri Lanka
Heel Oya	6.844250799999999	81.0256505	Heel Oya, Sri Lanka
Heendeniya	7.1370814	80.0437123	Heendeniya, Sri Lanka
Hettimulla	6.4580766	79.9908006	Hettimulla, Beruwala, Sri Lanka
Hikkaduwa	6.142173499999999	80.1000845	Hikkaduwa, A2, Hikkaduwa, Sri Lanka
Hingurakgoda	8.039690499999999	80.95151419999999	Hingurakgoda Railway Station, Hingurakgoda, Sri Lanka
Hingurala	6.9367888	80.171662	Hingurala Railway Station, Avissawella Road, Sri Lanka
Hiriyala	7.7117784	80.33586679999999	Hiriyala Sub Station, Sri Lanka
Homagama	6.8456822	80.004154	Homagama Railway Station, Homagama, Sri Lanka
Homagama Hospital	6.8457979	79.99232719999999	Homagama Hospital Railway Station, Hospital Rd, Homagama, Sri Lanka
Horape	7.016597699999999	79.9183035	Horape, Station Road, Ragama, Sri Lanka
Horiwiala	8.0679144	80.6781376	3M9H+576, Palugaswewa, Sri Lanka
Hunupitiya	6.9876421	79.9003887	Hunupitiya Railway Station, Wattala 11300, Sri Lanka
Hyinport	7.0330053165757676	80.53120135697023	
Idalgasinna	6.7793841	80.8970118	Idalgashinna Railway Station, Udarata dumriya margaya, Idalgashinna, Sri Lanka
Ihalagama	8.05894938323338	80.5513845022255	
Ihalakotte	7.288627099999999	80.469414	Ihalakotte Railway Station, Sri Lanka
Ihalawatawala	6.949963899999999	80.5375421	Ihala Watawala Railway Station, Watawala, Sri Lanka
Induruwa	6.387497600000001	80.00863729999999	Induruwa Railway Station, Colombo-Galle-Hambantota-Wellawaya Highway, Induruwa, Sri Lanka
Inguruoya	7.0182148	80.5456209	Inguruoya Railway Station, Nawalapitiya, Sri Lanka
Inuvil	9.7267277	80.02953169999999	Inuvil, Manipay-Kaitadi Rd, Sri Lanka
Ja-ela	7.0777784	79.8919894	Ja-Ela Railway Station, Station Road, Ja-Ela, Sri Lanka
Jaffna	9.6650774	80.0206537	Jaffna Railway Station, Jaffna Railway Station Road, Jaffna 40000, Sri Lanka
Jayanthipura	8.0050052	80.9836054	Jayanthipura, Sri Lanka
Kadadasi Nagar	7.927871813373535	81.50809552381672	
Kadigamuwa	7.3179559	80.4335153	Kadigamuwa Railway Station, Kadigamuwa, Sri Lanka
Kadugannawa	7.2578171	80.5207515	Kadugannawa, A1, Kadugannawa, Sri Lanka
Kadugoda	6.9178824	80.1348916	Kadugoda Railway Station, Sri Lanka
Kahatapitiya	7.168477299999999	80.5733603	Kahatapitiya Railway Station, Peradeniya - Badulla - Chenkaladi Hwy, Gampola, Sri Lanka
Kahawa	6.183184799999999	80.0739732	Kahawa Railway Station, A2, Kahawa, Sri Lanka
Kakkapalliya	7.532859500000001	79.822728	Kakkapalliya Railway Station, Kakkapalliya Railway Station, Sri Lanka
Kalawewa	8.023346600000002	80.5310994	Kalawewa Railway Station, Avukana, Sri Lanka
Kalkudah	7.896274	81.55411269999999	Kalkudah, Kalkudah Rd, Sri Lanka
Kalutara North	6.601252499999999	79.9543679	Railway Station Kalutara North, Wadduwa, Sri Lanka
Kalutara South	6.5841221	79.9590005	Kalutara South, Station Rd, Kalutara, Sri Lanka
Kamburugamuwa	5.943477199999999	80.4957882	Kamburugamuwa, Matara, Sri Lanka
Kandana	7.049299299999999	79.901585	Kandana, Ja-Ela 11320, Sri Lanka
Kandegoda	6.2501311	80.0529554	Kandegoda, Ambalangoda - Elpitiya - Pitigala Rd, Ambalangoda, Sri Lanka
Kandy	7.289563599999998	80.6323582	Kandy Railway Station, William Gopallawa Mawatha, Kandy, Sri Lanka
Kankesanthurai	9.8145778	80.0481114	Kankesanturai Railway Station, AB-21, Kankesanturai, Sri Lanka
Kantale	8.356347200000002	81.0061535	Kantalai, Janatha Mawatha, Kantale, Sri Lanka
Kapuwatte	7.0632355889762595	79.89615474958903	
Kathaluwa	5.9825811	80.3403381	Kathaluwa, Ahangama, Sri Lanka
Kattuwa	7.2392449	79.8475599	Kattuwa, Negombo, Sri Lanka
Katugastota	7.330459400000001	80.63299119999999	Katugastota Railway Station, Katugastota, Sri Lanka
Katugastota     Road	7.330459400000001	80.63299119999999	Katugastota Railway Station, Katugastota, Sri Lanka
Katugoda	6.0326391	80.2401119	Katugoda Railway Station, Galle, Sri Lanka
Katukurunda	6.5600925	79.9661082	Katukurunda Railway Station, Station Rd, Kalutara, Sri Lanka
Katunayake	7.1669617	79.8721035	Katunayake Railway Station, Katunayake, Sri Lanka
Keenawala	7.185488299999998	80.07452239999999	Keenawala Railway Station, Veyangoda, Sri Lanka
Kekirawa	8.0584568	80.5814686	Kekirawa Railway Station, Kandy - Jaffna Hwy, Kekirawa, Sri Lanka
Kelaniya	6.9611356	79.8945575	Kelaniya Railway Station, Peliyagoda 11600, Sri Lanka
Kilinochchi	9.3897561	80.4065001	Kilinochchi Railway Station, Station Rd, Kilinochchi, Sri Lanka
Kinigama	6.8298433	81.0058612	Kinigama, kinigama,, Bandarawela, Sri Lanka
Kirindiwela	6.940978545586143	80.19633688395086	
Kirulapana	6.8830079	79.8829061	Kirillapona Railway Station, Colombo 00500, Sri Lanka
Kital Elle	6.861161200000001	81.043117	Kital Ella Railway Station, Ella, Sri Lanka
Kochchikade	7.264383700000001	79.85724809999999	Kochchikade Railway Station, Negombo, Sri Lanka
Kodikamam	9.6813807	80.21982910000001	Kodikamam, Kandy - Jaffna Hwy, Sri Lanka
Koggala	5.9859583	80.3316665	Koggala, Koggala, Sri Lanka
Kohombiliwala	7.45677150555783	80.63012987874112	
Kokuvil	9.688276199999999	80.021131	Kokuvil Sub Railway Station, Brown Road, Kokuvil East, Sri Lanka
Kollupitiya	6.9112629	79.8481782	Kollupitiya, Colombo, Sri Lanka
Kompannavediya	6.9235754	79.84967929999999	Kompannavidiya, Station Passage, Colombo, Sri Lanka
Kondavil	9.7041421	80.02456699999999	Kondavil, Amman Kovil Rd, Kondavil, Sri Lanka
Konwewa	7.8506762	80.3491732	V82X+7MF, Kurunegala, Sri Lanka
Koralawella	6.7584263	79.8859558	Koralawalla Railway Station, Moratuwa 10400, Sri Lanka
Kosgama	6.9406491	80.1373176	Kosgama Railway Station, Kosgama, Sri Lanka
Kosgoda	6.3384714	80.0293733	Kosgoda, A2, Kosgoda, Sri Lanka
Koshinna	7.233384259625744	80.59513291161748	
Kotagala	6.9283652	80.60857770000001	Kotagala Railway Station, Kotagala, Sri Lanka
Kottawa	6.843755499999999	79.96827809999999	Kottawa, Pannipitiya 10230, Sri Lanka
Kuda Wawa	7.462174600000001	79.85308529999999	Kudawew, Kudawewa, Sri Lanka
Kudahakapola	7.103913599999999	79.88978999999999	Kudahakapola Railway Station, Kudahakapola, Sri Lanka
Kumarakanda	6.1123951	80.1242405	Kumarakanda, Galle Rd, Hikkaduwa, Sri Lanka
Kumbalgama	5.9636022	80.4096946	Kumbalgama Railway Station, Matara Road, Weligama, Sri Lanka
Kurahanhenagama	7.765861	80.301346	
Kurana	7.191076	79.8621136	Kurana, Negombo, Sri Lanka
Kurunegala	7.4767587	80.37407689999999	Kurunegala Railway Station, Kurunegala Station Rd, Kurunegala 60000, Sri Lanka
Laksauyana	7.9882994	80.9968506	Lakshauyana Railway Station, 77/, 1 Ela Rd, Lakshauyana, Sri Lanka
Liyanagemulla	7.147194799999999	79.87818539999999	Liyanagemulla Railway Station, Katunayake, Sri Lanka
Liyanwala	6.8390578	80.0794449	Liyanwala Railway Station, Kurugala Road, Sri Lanka
Lunawa	6.787065399999999	79.8754388	Lunawa Railway Station, Lunawa Station Rd, Moratuwa 10400, Sri Lanka
Lunuwila	7.346807900000001	79.8629571	Lunuwila Railway Station, Sri Lanka
Madampagama	6.212642	80.061104	Madampagama, Sri Lanka
Madampe	7.496872900000001	79.8413077	Madamppe, Madampe, Sri Lanka
Madhu Road	8.77570847426765	80.14767568581168	
Madurankuliya	7.903040799999999	79.82101949999999	Madurankuliya Railway Station, Peliyagoda-Puttalam Highway, Madurankuli, Sri Lanka
Magalegoda	7.1338319	80.036248	Magalegoda, Sri Lanka
Maggona	6.504800599999999	79.98140219999999	Maggona, A2, Maggona, Sri Lanka
Magulegoda	7.1338319	80.036248	Magalegoda, Sri Lanka
Mahaiyawa	7.302299400000001	80.6348687	Mahaiyawa Railway Station, B70, Kandy, Sri Lanka
Maharagama	6.8482202	79.92676689999999	Maharagama, Maharagama 10280, Sri Lanka
Maho	7.8231	80.2751443	Maho Junction, Maho, Sri Lanka
Malapalle	6.844034940074045	79.97484439124895	
Mallakam	9.7630046	80.03238019999999	Mallakam Sub Railway Station, Alaveddy Road, Earlalai 40000, Sri Lanka
Manampitiya	7.909584300000001	81.11010250000001	Manampitiya, Maradankadawala-Habarana-Thirukkondaiadimadu Hwy, Sri Lanka
Mangalaeliya	7.851185999999999	79.8212072	Mangala Eliya, Sri Lanka
Mankulam	9.129999604667223	80.44441049138005	
Mannar	8.9712236	79.8937814	Mannar Railway Station, S Bar Rd, Mannar 41000, Sri Lanka
Manuwangama	7.6007015	79.82742999999999	Manuwangama, Sri Lanka
Maradana	6.928458	79.86481549999999	Maradana Railway Station, Jayantha Weerasekara Mawatha, Colombo 01000, Sri Lanka
Marakona	7.4047378549904375	80.64661819828191	
Maraluwewa	7.495818499999999	80.37910939999999	Muttettugala Railway Station, A6, Kurunegala, Sri Lanka
Matale	7.4680228	80.62482659999999	Matale, Matale, Sri Lanka
Matara	5.9517339	80.5434849	Railway Station Matara, Matara, Sri Lanka
Mathottam	8.878508199999999	79.9886514	VXHQ+CF2, Mannar, Sri Lanka
Mavilmada	7.3190747	80.6308711	Mawilmada Railway Station, Kandy, Sri Lanka
Mavittapuram	9.7989418	80.0386271	Maviddapuram Sub Railway Station, Jaffna-Kankesanturai Rd, Maviddapuram, Sri Lanka
Medagama	8.474853574545817	80.43554237148274	
Medawachchiya	8.5545621	80.45813799999999	Madawachchi Railway Station, Medawachchiya-Talaimannar Hwy, Sri Lanka
Meddegama	7.526632262338912	80.37475907650868	
Meegammana	7.3506146	80.6826305	Wattegama Railway Station, Wattegama, Sri Lanka
Meegoda	6.8433665	80.04629849999999	Meegoda Railway Station, Sri Lanka
Meesalai	9.672139	80.1865657	Meesalai, Meesalai East, Sri Lanka
Mha Induruwa	6.3642294	80.014101	Maha Induruwa Railway Station, Colombo-Galle-Hambantota-Wellawaya Hwy, Maha Induruwa, Sri Lanka
Midigama	5.965166528516988	80.39152517090965	
Mihintale Junction	8.3593406	80.4185888	Mihintale Junction Railway Station, Anuradhapura, Sri Lanka
Minneriya	8.0653016	80.89473149999999	Galoya Rd, Sri Lanka
Mirigama	7.242535699999999	80.1266931	Mirigama Railway Station, 11200 Pasyala - Giriulla Rd, Mirigama, Sri Lanka
Mirihanpitigama	7.7117784	80.33586679999999	Hiriyala Sub Station, Sri Lanka
Mirissa	5.9567982	80.4733863	Mirissa, Udupila Road, Mirissa, Sri Lanka
Miriswatta	6.940119	80.160887	
Mirusuvil	9.6742524	80.24330909999999	Mirusuwil, Kandy - Jaffna Hwy, Sri Lanka
Mollipatana	8.447534	81.063918	
Moragollagama	7.905911	80.4225244	Moragollagama, Sri Lanka
Morakele	6.883133099999999	80.1238905	Morakele Sub Railway Station, Pinnawala, Sri Lanka
Moratuwa	6.774392799999999	79.8820437	Moratuwa Railway Station, Galle Rd New Deviation, Moratuwa 10400, Sri Lanka
Mount Lavinia	6.8316849	79.86278949999999	Mount Lavinia, Station Rd, Dehiwala-Mount Lavinia, Sri Lanka
Mundal	7.797689200000001	79.82562349999999	Mundel Railway Station, Sri Lanka
Murikandy	9.3044253	80.4070303	Murukandi, Kilinochchi, Sri Lanka
Murunkan	8.8349488	80.0492574	Murunkan Railway Station, Medawachchiya-Talaimannar Highway, Sri Lanka
Muththettugala	7.495818499999999	80.37910939999999	Muttettugala Railway Station, A6, Kurunegala, Sri Lanka
Nagollagama	7.7535168	80.314672	Nagollagama Railway Station, Sri Lanka
Nailiya	7.4499434	80.3585476	Nailiya Railway Station, Kurunegala, Sri Lanka
Nanuoya	6.9424	80.74364320000001	Nanuoya, Avissawella - Hatton - Nuwara Eliya Hwy, Nanuoya 22150, Sri Lanka
Narahenpita	6.896962599999999	79.87790509999999	Narahenpita Railway Station, Colombo 5, Colombo 00500, Sri Lanka
Nattandiya	7.4143224	79.8660175	Nattandiya Railway Station, Marawila - Udubaddawa Rd, Nattandiya, Sri Lanka
Navatkuli	9.6617193	80.0813895	Navatkuli Railway Station, Kandy Rd, Chavakachcheri, Sri Lanka
Nawalapitiya	7.0571972	80.5350101	Nawalapitiya Railway Station, Nawalapitiya, Sri Lanka
Nawinna	6.8528446	79.9178781	Nawinna Railway Station, Maharagama 10280, Sri Lanka
Negama	7.9811652	80.48709509999999	Negama Railway Station, Sri Lanka
Negombo	7.210421900000001	79.84189239999999	Negombo, Negombo, Sri Lanka
Nelumpathgama	7.636571562107647	80.3458263455997	
Nelumpokuna	7.477001	79.8445934	Nelumpokuna Railway Station, Madampe, Sri Lanka
Neriyakulam	8.6145064	80.3621434	Neriyakulam Railway Station, Medawachchiya - Talaimannar Railway Line, Medawachchiya-Talaimannar Highway, Sri Lanka
Nooranagar	8.0360366	79.8398016	Noor Nagar, Puttalam, Sri Lanka
Nugegoda	6.872100700000001	79.89100230000001	Nugegoda Railway Station, Station Ln, Nugegoda 10250, Sri Lanka
Ohiya	6.817632	80.84310459999999	Ohiya Railway Station, Ohiya, Sri Lanka
Omanthai	8.8652702	80.5011928	Omantai Railway Station, Kandy - Jaffna Hwy, Omantai, Sri Lanka
Padukka	6.8427956	80.0911663	Railway Station Padukka, Padukka 10500, Sri Lanka
Pahalawardhana	7.579842	80.354195	
Palavi	7.98184076150041	79.83272217126422	
Pallai	9.6078587	80.33014299999999	Palai Railway Station, Pachchilapalli, Sri Lanka
Palle Talavinna	7.337890567509366	80.6413674451494	
Pallewala	7.198734599999999	80.09001020000001	Pallewela Railway Station, Pallewela, Sri Lanka
Palugaswewa	8.058733	80.71203919999999	3P56+FRV, Palugaswewa, Sri Lanka
Panadura	6.712404299999999	79.9046374	Panadura, Panadura, Sri Lanka
Panagoda	6.8469352	80.0189906	Panagoda, Homagama, Sri Lanka
Panaleeya	7.328485175244076	80.3255434630904	
Pangiriwatta	6.8649426	79.9022502	Pangiriwatta Railway Station, Pangiriwatta Rd, Nugegoda, Sri Lanka
Pannipitiya	6.847192199999999	79.9489139	Pannipitiya Railway Station, Borella Road, Pannipitiya 10230, Sri Lanka
Parakumpura	7.973625105583381	81.01778381626036	
Paranthan	9.4402128	80.40714109999999	Paranthan Railway Station, A9, Parantan, Sri Lanka
Parasangahawewa	8.445062	80.4315922	Parasangahawewa Railway Station, Parasangahawewa, Sri Lanka
Patagamgoda	6.296468320189244	80.04178898490164	
Pathanpha	7.3804307951493895	80.66214589794964	
Pattipola	6.855845899999999	80.8306915	Pattipola, World's End Rd, Pattipola, Sri Lanka
Payagala North	6.531603899999999	79.9750346	Payagala North Railway Station, Payagala north, Payagala., Katukurunda, Sri Lanka
Payagala South	6.521687699999999	79.9788351	Payagala South, Galle Rd, south, Sri Lanka
Pemrose	6.994260499999999	80.539425	Penrose Platform, Galboda Rd, Galboda, Sri Lanka
Peradeniya	7.257298899999999	80.5900608	Peradeniya Railway Station, 2040, Peradeniya Rd, Kandy, Sri Lanka
Perakumpura	6.919401525314826	80.75255956243353	
Peralanda	7.0380125	79.91236210000001	Peralanda Railway Station, Ragama, Sri Lanka
Pesalai	9.082704699999999	79.8224528	Railway Station Rd, Pesalai, Sri Lanka
Piliduwa	5.9536699394055805	80.55664374455927	
Pilimatalawa	7.26689	80.5526215	Pilimathalawa Railway Station, Malgammana Rd, Pilimathalawa 20450, Sri Lanka
Pinnagolla	7.6107630173221015	80.34639246946814	
Pinnawala	6.8691461	80.11726949999999	Pinnawala Sub Railway Station, Padukka, Sri Lanka
Pinwatte	6.685950399999999	79.9159938	Pinwatta Railway Station, Panadura, Sri Lanka
Piyadigama	6.0536601	80.19085319999999	Piyadigama, Kalegana Road, Galle, Sri Lanka
Piyagama	6.327471	80.033417	
Polgaha Anga	7.1889418	80.5930611	Weligalla Railway Station, Sri Lanka
Polgahawela	7.331021400000001	80.3009431	Polgahawela Railway Station, Polgahawela-Kegalle Hwy, Polgahawela 60300, Sri Lanka
Polonnaruwa	7.930125400000001	81.0333351	Polonnaruwa Railway Station, maitreegama, Sri Lanka
Polwathumodara	5.964242899999999	80.45740839999999	Polwathumodara, Matara Road, Weligama, Sri Lanka
Poonewa	8.6127798	80.4628597	Punewa Sub Railway Station, Punewa, Sri Lanka
Porapola	7.6107563	80.3463053	Gonagama Rd, Porapola, Sri Lanka
Porapola Junc.	7.597853330827705	80.34992578706705	
Potuhera	7.41986	80.32742879999999	Pothuhera, Pothuhera, Sri Lanka
Pulachchikulam	7.757194963732571	79.82814072813542	
Puliyankulam	8.9598477	80.5223608	Puliyankulam, Puliyankulam, Sri Lanka
Punani	7.9636603	81.3872311	Punanai, Maradankadawala-Habarana-Thirukkondaiadimadu Hwy, Sri Lanka
Punkankulam	9.659315399999999	80.0382649	Pungankulam, Jaffna, Sri Lanka
Puttalam	8.0226826	79.8378718	Puttalam, Puttalam, Sri Lanka
Puwakpitiya	6.9339767	80.1874347	Puwakpitiya, Avissawella Rd, Avissawella 10712, Sri Lanka
Puwakpitiya Town	6.938126199999999	80.1929739	Puwakpitiya Town, Avissawella, Sri Lanka
Radella	6.9447827	80.7167298	Radella Railway Station, Sri Lanka
Ragama	7.0300132	79.92143329999999	Ragama, Thewatta Rd, Ragama, Sri Lanka
Rambukkana	7.321339800000001	80.39016269999999	Rambukkana Railway Station, Rambukkana-Katupitiya Rd, Rambukkana 71100, Sri Lanka
Ranamuggamuwa	7.878778703437918	80.39510566797527	
Randenigama	7.848491800000001	80.25930579999999	Randenigama Railway Station, Sri Lanka
Rathgama	6.093286	80.13997169999999	Rathgama Railway Station, A2, Boossa, Sri Lanka
Ratmalana	6.8147628	79.86689199999999	Rathmalana Railway Station, Dehiwala-Mount Lavinia, Sri Lanka
Redeethenna	7.964129621403738	81.34022632502158	
Richmond Hill	6.0538935	80.20468939999999	Richmond Hill, Galle 80000, Sri Lanka
Rosella	6.934872051750122	80.55875590165095	
Saliyapura	8.3898916	80.4222929	Saliyapura Railway Station, Sri Lanka
Sankathanai	9.664521171872847	80.17327268295807	
Sarasaviuyana	7.260005199999999	80.5964944	Sarasavi Uyana Railway Station, Kandy, Sri Lanka
Sawarana	7.5582196	79.8088932	Sawarana, Chilaw, Sri Lanka
Secretartat Halt	6.9320543	79.84612829999999	Secretariat Halt, Colombo, Sri Lanka
Seeduwa	7.128940099999999	79.8824662	Seeduwa, Seeduwa, Sri Lanka
Seenigama	6.1579891	80.09926899999999	Railway Station, Seenigama - Aluthwala Rd, Sri Lanka
Senarathgama	8.0858327	80.2776595	Senarathgama Railway Station, A28, Sri Lanka
Sevanapitiya	7.921447099999999	81.18380359999999	Sewanapitiya Railway Station, Sewanapitiya, Sri Lanka
Siyabalangamuwa	7.9422941	80.4496558	WCRX+WV6, South Siyambalangamuwa, Sri Lanka
Siyalangamuwa	7.9422941	80.4496558	WCRX+WV6, South Siyambalangamuwa, Sri Lanka
Srawasthipura	8.2988197	80.37702159999999	Sravasthipura Railway Station, Anuradhapura, Sri Lanka
Talaimannar	9.090022	79.7353431	Talaimannar Railway Station, A14, Talaimannar, Sri Lanka
Talaimannar Pier	9.102291	79.7259658	Talaimannar Pier, Sri Lanka
