station_name	time_arrive	time_depart
Maradana		65700
Colombo Fort	65940	66000
Secretartat Halt	66120	66180
Kompannavediya	66300	66360
Kollupitiya	66480	66540
Bambalapitiya	66720	66780
Wellawatta	66960	67020
Dehiwala	67260	67320
Mount Lavinia	67500	67560
Ratmalana	67740	67800
Angulana	67920	67980
Lunawa	68100	68160
Moratuwa	68340	68400
Koralawella	68580	68640
Egoda Uyana	68760	68820
Panadura	69120	69180
Pinwatte	69420	69480
Wadduwa	69720	69780
Train Halt 01	70080	70140
Kalutara North	70440	70500
Kalutara South	70740	70800
Katukurunda	71040	71100
Payagala North	71340	71400
Payagala South	71520	71580
Maggona	71760	71820
Beruwala	72120	72180
Hettimulla	72420	72480
Aluthgama	72420	
