station_name	time_arrive	time_depart
Puttalam		16200
Thilladiya	16380	16440
Palavi	16680	16740
Erukkalam Pendu	16860	16920
Madurankuliya	17340	17400
Mangalaeliya	17760	17820
Mundal	18360	18420
Pulachchikulam	18720	18780
Battaluoya	19020	19080
Anawilundawa	19320	19380
Arachchikattuwa	19620	19680
Bangadeniya	19920	19980
Manuwangama	20220	20280
Chilaw	20700	21000
Sawarana	21240	21300
Kakkapalliya	21540	21600
Madampe	21960	22020
Nelumpokuna	22260	22320
Kuda Wawa	22560	22620
Walahapitiya	22860	22920
Nattandiya	23160	23220
Tummodara	23460	23520
Lunuwila	23940	24000
Borelessa	24300	24360
Bolawatte	24600	24660
Waikkala	24900	24960
Kochchikade	25200	25260
Kattuwa	25500	25560
Negombo	25860	25980
Kurana	26280	26340
Katunayake	26580	26640
Free Trade Zone	26820	26880
Seeduwa	26940	27000
Liyanagemulla	27000	27060
Alawatupitiya	27480	27540
Kudahakapola	27720	27780
Kandana	27900	27960
Tudella	27900	27960
Ja-ela	28140	28200
Kapuwatte	28380	28440
Peralanda	28920	28980
Dematagoda	29100	29160
Ragama	29160	29220
Maradana	29400	
