station_name	time_arrive	time_depart
Kosgama		16200
Arapathgama	16380	16440
Kadugoda	16620	16680
Waga		16980
Morakele	17220	17280
Gammana	17400	17460
Pinnawala	17640	17700
Uggalla	17820	17880
Angampitiya	18000	18060
Arukkuwatte	18180	18240
Padukka	18420	18480
Wataraka	18840	18900
Meegoda	19080	19140
Godagama	19380	19440
Panagoda	19620	19680
Homagama	19860	19920
Homagama Hospital	20040	20100
Malapalle	20340	20400
Kottawa	20580	20640
Pannipitiya	20880	20940
Maharagama	21240	21360
Nawinna	21480	21540
Udhamulla	21720	21780
Pangiriwatta	21900	21960
Nugegoda	22140	22260
Kirulapana	22500	22560
Narahenpita	22800	22920
Cotta Road	23160	23220
Baseline Road	23520	23580
Colombo Fort	24180	
