station_name	time_arrive	time_depart
Haliela	40560	40620
Elle	43440	43500
Kital Elle	43920	43980
Heel Oya	44520	44580
Bandarawela	45840	46320
Diyatalawa	47220	47340
Badulla		48900
Uduwara	50520	50580
Idalgasinna	50580	50820
Demodara	51480	51600
Pattipola	52980	53100
Ambewela	53520	54420
Kinigama	55080	55140
Perakumpura	55620	55680
Nanuoya	56400	57900
Haputale	58020	59400
Radella	58440	58500
Great Western	59040	59100
Ohiya	63300	63420
Hatton	63360	63600
Ihalawatawala	65160	65220
Watawala	65640	65700
Galaboda	66840	66900
Nawalapitiya	68880	69300
Watagoda	70140	70200
Ulapane	70200	70260
Tembligala	70740	70800
Talawakele	71280	71700
Dec	72180	72240
Kotagala	72780	72840
Koshinna	73020	73080
Rosella	75000	75060
Inguruoya	78240	78300
Gampola	82380	82800
Gelioya	83520	83760
Sarasaviuyana	84600	84660
Kandy	85080	
