station_name	time_arrive	time_depart
Richmond Hill	47340	47400
Piyadigama	47580	47640
Ginthota	47820	47880
Boossa	48060	48120
Rathgama	48360	48420
Dodanduwa	48540	48600
Kumarakanda	48780	48840
Thiranagama	48960	49020
Hikkaduwa	49200	49260
Seenigama	49440	49500
Telwatte	49620	49680
Kahawa	49860	49920
Akurala	50040	50100
Madampagama	50280	50340
Ambalangoda	50520	50580
Kandegoda	50700	50760
Andadola	50880	50940
Balapitiya	51060	51120
Patagamgoda	51300	51360
Ahungalle	51480	51540
Piyagama	51660	51720
Kosgoda	51900	51960
Mha Induruwa	52200	52260
Induruwa	52500	52560
Bentota	52800	52860
Matara	71700	71820
Walgama	72000	72060
Kamburugamuwa	72240	72300
Mirissa	72480	72540
Polwathumodara	72660	72720
Weligama	72900	72960
Kumbalgama	73140	73200
Midigama	73320	73380
Ahangama	73560	73620
Kathaluwa	73800	73860
Koggala	74040	74160
Habaraduwa	74280	74340
Thalpe	74520	75180
Unawatuna	75540	75600
Galle	47100	47100
