station_name	time_arrive	time_depart
Colombo Fort		34500
Maradana	34740	34800
Dematagoda	34980	35040
Kelaniya	35280	35340
Wanawasala	35520	35580
Hunupitiya	35760	35820
Enderamulla	35940	36000
Horape	36180	36240
Ragama	36360	36420
Peralanda	36600	36660
Kandana	36840	36900
Kapuwatte	37020	37080
Ja-ela	37200	37260
Tudella	37440	37500
Kudahakapola	37620	37680
Alawatupitiya	37800	37860
Seeduwa	38040	38100
Liyanagemulla	38280	38340
Free Trade Zone	38460	38520
Katunayake	38640	38700
Kurana	38940	39000
Negombo	39300	39360
Kattuwa	39660	39720
Kochchikade	39960	40020
Waikkala	40140	40200
Bolawatte	40380	40440
Borelessa	40680	40740
Lunuwila	41040	41100
Tummodara	41520	41580
Nattandiya	41820	41880
Walahapitiya	42120	42180
Kuda Wawa	42420	42480
Nelumpokuna	42720	42780
Madampe	42900	42960
Kakkapalliya	43320	43380
Sawarana	43560	43620
Chilaw	47400	
