station_name	time_arrive	time_depart
Maradana		74100
Colombo Fort	74340	74400
Kompannavediya	74580	74640
Kollupitiya	74760	74820
Bambalapitiya	75000	75060
Wellawatta	75240	75300
Dehiwala	75540	75600
Mount Lavinia	75780	75840
Ratmalana	76020	76080
Angulana	76200	76260
Lunawa	76380	76440
Moratuwa	76620	76680
Koralawella	76860	76920
Egoda Uyana	77040	77100
Panadura	77400	77460
Pinwatte	77700	77760
Wadduwa	78000	78060
Train Halt 01	78360	78420
Kalutara North	78720	78780
Kalutara South	79020	79080
Katukurunda	79320	79380
Payagala North	79620	79680
Payagala South	79800	
