station_name	time_arrive	time_depart
Maradana		60900
Colombo Fort	61140	61200
Secretartat Halt	61320	61380
Kompannavediya	61500	61560
Kollupitiya	61680	61740
Bambalapitiya	61920	61980
Moratuwa	62040	62100
Wellawatta	62160	62220
Panadura	63540	63600
Kalutara South	64560	64620
Payagala South	65100	65160
Maggona	65340	65400
Beruwala	65640	65700
Aluthgama	66060	66120
Bentota	66240	66300
Induruwa	66420	66480
Kosgoda	66840	66900
Ahungalle	67080	67140
Balapitiya	67380	67440
Kahawa	68160	68220
Ambalangoda	68340	68400
Madampagama	68580	68640
Hikkaduwa	68580	
