station_name	time_arrive	time_depart
Piliduwa	21180	21240
Matara	21360	22320
Walgama	22440	22500
Kamburugamuwa	22680	22740
Mirissa	22920	22980
Polwathumodara	23100	23160
Weligama	23400	23460
Kumbalgama	23640	23700
Midigama	23820	23880
Ahangama	24120	24180
Kathaluwa	24360	24420
Koggala	24540	24600
Habaraduwa	24720	24780
Thalpe	24960	25020
Unawatuna	25380	25440
Katugoda	25620	25680
Galle	26040	26700
Hikkaduwa	27540	27780
Ambalangoda	28380	28440
Ahungalle	28860	28920
Seenigama	29280	29340
Bentota	29640	29700
Aluthgama	29820	29880
Kalutara South	30900	30960
Panadura	31920	31980
Moratuwa	32400	32460
Mount Lavinia	32760	32820
Colombo Fort	34320	34440
Maradana	34680	
