station_name	time_arrive	time_depart
Batticaloa		39600
Eravur	40740	40800
Vandaramullai	41280	41340
Dewapuram	41820	41880
Kalkudah	42480	42540
Valachchenei	42960	44040
Kadadasi Nagar	44400	44460
Punani	45060	45120
Redeethenna	45660	45720
Aselapura	46260	46320
Welikanda	46800	47400
Sevanapitiya	48180	48240
Manampitiya	49020	49080
Gallella	49680	49740
Polonnaruwa	50160	51300
Parakumpura	51720	51780
Laksauyana	52080	52140
Jayanthipura	52380	52440
Hatamuna	52740	52800
Hingurakgoda	53160	53280
Minneriya	53940	54000
Galoya Junction	54840	56700
Hataras Kotuwa	57060	57120
Habarana	58020	58080
Palugaswewa	58740	58800
Horiwiala	59160	59220
Kekirawa	60000	60180
Ihalagama	60540	60600
Kalawewa	61140	61320
Aukana	61680	61740
Negama	62160	62220
Siyalangamuwa	62700	62760
Moragollagama	63240	64020
Ranamuggamuwa	64500	64560
Konwewa	64800	64920
Yapahuwa	65580	65640
Maho	66180	
