station_name	time_arrive	time_depart
Aluthgama		12000
Hettimulla	12240	12300
Beruwala	12540	12600
Maggona	12900	12960
Payagala South	13140	13200
Payagala North	13320	13380
Katukurunda	13620	13680
Kalutara South	13920	13980
Kalutara North	14220	14280
Train Halt 01	14580	14640
Wadduwa	14940	15000
Pinwatte	15240	15300
Panadura	15540	15600
Egoda Uyana	15900	15960
Koralawella	16080	16140
Moratuwa	16320	16380
Lunawa	16560	16620
Angulana	16740	16800
Ratmalana	16920	16980
Mount Lavinia	17160	17220
Dehiwala	17400	17460
Wellawatta	17700	17760
Bambalapitiya	17940	18000
Kollupitiya	18180	18240
Kompannavediya	18360	18420
Colombo Fort	18600	
