station_name	time_arrive	time_depart
Colombo Fort		63000
Maradana	63240	63300
Dematagoda	63480	63540
Kelaniya	63780	63840
Wanawasala	64020	64080
Hunupitiya	64260	64320
Enderamulla	64440	64500
Horape	64680	64740
Ragama	64860	64920
Peralanda	65100	65160
Kandana	65340	65400
Kapuwatte	65520	65580
Ja-ela	65700	65760
Tudella	65940	66000
Kudahakapola	66120	66180
Alawatupitiya	66300	66360
Seeduwa	66540	66600
Liyanagemulla	66780	66840
Free Trade Zone	66960	67020
Katunayake	67140	67200
Kurana	67800	68100
Negombo	68160	
