station_name	time_arrive	time_depart
Daraluwa	38880	38940
Gampaha	39120	39180
Yagoda	39300	39360
Ganemulla	39540	39600
Batuwatte	39900	39960
Bulugahagoda	40020	40080
Ragama	40320	40380
Walpola	40380	40440
Enderamulla	40740	40800
Horape	40800	40860
Hunupitiya	40920	40980
Wanawasala	41100	41160
Kelaniya	41280	41340
Dematagoda	41580	41640
Bemmulla	35100	35160
Mirigama		36900
Wijayarajadahana	37020	37080
Ganegoda	37200	37260
Pallewala	37380	37440
Keenawala	37620	37680
Wandurawa	37800	37860
Veyangoda	37980	38040
Heendeniya	38220	38280
Magalegoda	38400	38460
Colombo Fort	38700	
