station_name	time_arrive	time_depart
Kandy		16800
Asgiriya	16980	17040
Mahaiyawa	17160	17220
Katugastota     Road	17340	17400
Mavilmada	17580	17640
Katugastota	17820	17880
Palle Talavinna	18060	18120
Udatalawinna	18300	18360
Meegammana	18600	18660
Yatirawana	18840	18900
Wattegama	19020	19680
Yatawara	19980	20040
Pathanpha	20220	20280
Marakona	20640	20700
Udaththawala	20820	20880
Ukuwela	21000	21060
Tawalanoya	21240	21300
Elwala	21480	21540
Kohombiliwala	21540	21600
Matale	21600	
