station_name	time_arrive	time_depart
Polgahawela		19200
Alawwa	19620	19740
Ambeypussa	20340	20460
Botale	20580	20640
Wilwatte	20760	20820
Mirigama	21000	21120
Wijayarajadahana	21300	21360
Ganegoda	21480	21540
Pallewala	21660	21780
Keenawala	21960	22020
Wandurawa	22140	22200
Veyangoda	22320	22440
Heendeniya	22620	22680
Magalegoda	22800	22860
Bemmulla	22920	22980
Daraluwa	23280	23340
Gampaha	23520	23880
Yagoda	24060	24120
Ganemulla	24300	24420
Bulugahagoda	24600	24660
Batuwatte	24780	24840
Walpola	24960	25020
Ragama	25200	25320
Horape	25620	25500
Enderamulla	25680	25740
Hunupitiya	25860	25920
Kelaniya	26340	26400
Wanawasala	26340	26400
Dematagoda	26640	26700
Colombo Fort	26820	
