station_name	time_arrive	time_depart
Polgahawela		23100
Wlakubura	23340	23400
Alawwa	23640	23700
Buthgamuwa	23940	24000
Yattalgoda	24180	24240
Ambeypussa	24480	24540
Botale	24660	24720
Wilwatte	24840	24900
Mirigama	25080	25140
Wijayarajadahana	25320	25380
Ganegoda	25500	25560
Pallewala	26340	26400
Keenawala	26580	26640
Wandurawa	26760	62820
Veyangoda	26940	27000
Heendeniya	27000	27060
Magalegoda	27360	27420
Bemmulla	27420	27480
Daraluwa	27660	27720
Gampaha	27900	27960
Yagoda	28140	28200
Ganemulla	28380	28440
Bulugahagoda	28620	28680
Batuwatte	28800	28860
Walpola	28980	29040
Ragama	29040	29100
Wanawasala	29640	29700
Hunupitiya	29640	29700
Dematagoda	30060	30120
Colombo Fort	30600	
