station_name	time_arrive	time_depart
Ragama	27180	27300
Dematagoda	28260	28320
Mirigama		19500
Wijayarajadahana	19680	19740
Ganegoda	19860	19920
Pallewala	20040	20100
Heendeniya	20880	20940
Magalegoda	21060	21120
Bemmulla	21300	21360
Daraluwa	21540	21600
Gampaha	21780	21840
Yagoda	22020	22080
Ganemulla	22260	22320
Bulugahagoda	22500	22560
Batuwatte	22680	22740
Walpola	22860	22920
Horape	23280	23340
Enderamulla	23520	23580
Hunupitiya	23700	23760
Wanawasala	23940	24000
Kelaniya	24180	24240
Keenawala	24180	24240
Wandurawa	24360	24420
Veyangoda	24540	25020
Colombo Fort	25020	
