station_name	time_arrive	time_depart
Colombo Fort		25320
Maradana	25560	25620
Dematagoda	25800	25860
Kelaniya	26100	26160
Wanawasala	26340	26400
Hunupitiya	26580	26640
Enderamulla	26760	26820
Horape	27000	27060
Ragama	27180	27240
Walpola	27420	27480
Batuwatte	27600	27660
Bulugahagoda	27780	27840
Ganemulla	28020	28080
Gampaha	28500	28560
Daraluwa	28740	28800
Heendeniya	29400	29460
Veyangoda	29640	29700
Wandurawa	29820	29880
Keenawala	30000	30060
Pallewala	30300	30360
Ganegoda	30480	30540
Wijayarajadahana	30660	30720
Mirigama	30840	30900
Wilwatte	31080	31140
Botale	31260	31320
Ambeypussa	31440	31500
Yattalgoda	31740	31800
Buthgamuwa	31980	32040
Alawwa	32280	32340
Wlakubura	32580	32640
Polgahawela	32880	32940
Panaleeya	33180	33240
Tismalpola	33420	33480
Yatagama	33660	33720
Rambukkana	34020	
