station_name	time_arrive	time_depart
Colombo Fort		63900
Maradana	64140	64200
Baseline Road	64440	64500
Cotta Road	64680	64740
Narahenpita	64980	65040
Kirulapana	65280	65340
Nugegoda	65580	65640
Pangiriwatta	65820	65880
Udhamulla	66000	66060
Nawinna	66240	66300
Maharagama	66420	66480
Pannipitiya	66780	66840
Kottawa	67080	67140
Malapalle	67320	67380
Homagama Hospital	67620	67680
Homagama	67800	67860
Panagoda	68040	68100
Meegoda	68280	68340
Godagama	68280	68340
Wataraka	68520	68580
Padukka	68940	
