station_name	time_arrive	time_depart
Botale	57540	57600
Colombo Fort		51600
Maradana	51840	51900
Dematagoda	52080	52140
Kelaniya	52380	52440
Wanawasala	52500	52560
Hunupitiya	52740	52800
Enderamulla	52920	52980
Horape	53160	53220
Ragama	53340	53580
Walpola	53760	53820
Batuwatte	53940	54000
Bulugahagoda	54120	54180
Ganemulla	54300	54360
Yagoda	54540	54600
Gampaha	54720	54780
Bemmulla	54960	55020
Daraluwa	54960	55020
Magalegoda	55380	55440
Heendeniya	55560	55620
Veyangoda	55740	55800
Wandurawa	55920	55980
Keenawala	56100	56160
Pallewala	56340	56400
Ganegoda	56520	56580
Wijayarajadahana	56700	56760
Mirigama	56880	57180
Wilwatte	56940	57000
Ambeypussa	57300	
