station_name	time_arrive	time_depart
Kankesanthurai		64800
Mavittapuram	65040	65100
Tellipallai	65340	65400
Mallakam	65580	65640
Chunnakam	65820	65880
Inuvil	66120	66180
Kondavil	66420	66480
Kokuvil	66660	66720
Jaffna	66900	67500
Punkankulam	67680	67740
Navatkuli	68100	68160
Thachanthoppu	68340	68400
Chavakachcheri	68760	68820
Sankathanai	69000	69060
Meesalai	69240	69300
Kodikamam	69540	69600
Mirusuvil	69840	69900
Eluthumattuval	70260	70320
Pallai	70800	70860
Eliphant Pass	71820	71880
Paranthan	72360	72420
Kilinochchi	72780	72840
Murikandy	73680	73740
Mankulam	74700	75300
Puliyankulam	76440	76500
Omanthai	77160	77220
Thandikulam	78000	78060
Vavuniya	78300	78420
Erattaperiyakulam	78840	78900
Poonewa	79740	79800
Medawachchiya	80340	80400
Parasangahawewa	81420	81480
Saliyapura	81960	82020
Anuradhapura	82500	83400
Mihintale Junction	82620	82680
Anuradhapura Town	83700	83760
Srawasthipura	84060	84120
Talawa	84840	84900
Thambuttegama	85740	85800
Senarathgama	60	120
Galgamuwa	840	1320
Abanpola	1920	1980
Maho	3000	3180
Nagollagama	3780	3840
Ganewatte	4800	4860
Potuhera	6120	6180
Kurunegala	6180	6300
Polgahawela	8220	8580
Ambeypussa	9660	9720
Veyangoda	10860	10980
Gampaha	11700	11820
Ragama	12600	12780
Colombo Fort	14700	
