station_name	time_arrive	time_depart
Colombo Fort		52200
Ragama	53400	53460
Gampaha	54120	54180
Veyangoda	54780	54840
Ihalakotte	56160	56760
Polgahawela	56640	56760
Rambukkana	57600	58020
Kadugannawa	60360	60420
Pilimatalawa	60780	60840
Peradeniya	61380	61500
Sarasaviuyana	61620	61680
Kandy	62100	62700
Asgiriya	62880	62940
Mahaiyawa	63060	63120
Katugastota     Road	63240	63300
Mavilmada	63480	63540
Katugastota	63720	63780
Palle Talavinna	63960	64020
Udatalawinna	64200	64260
Meegammana	64500	64560
Yatirawana	64740	64800
Wattegama	64920	64980
Yatawara	65280	65340
Pathanpha	65520	65580
Marakona	65940	66000
Udaththawala	66120	66180
Ukuwela	66300	66360
Tawalanoya	66540	66600
Elwala	66780	66840
Matale	67740	
