station_name	time_arrive	time_depart
Badulla		30600
Haliela	31500	31560
Uduwara	32040	32100
Demodara	32880	32940
Elle	33780	33840
Kital Elle	34140	34200
Heel Oya	34680	34740
Kinigama	35280	35340
Bandarawela	35700	35820
Diyatalawa	36660	36720
Haputale	37440	37560
Idalgasinna	38580	38640
Ohiya	39780	39840
Pattipola	40740	40800
Ambewela	41220	41280
Perakumpura	42420	42480
Nanuoya	43080	43380
Radella	43860	43920
Great Western	44400	44460
Watagoda	45060	45120
Talawakele	45960	46080
Kotagala	46920	46980
Hatton	47580	48240
Rosella	49080	49140
Ihalawatawala	49680	49740
Watawala	50040	51000
Galaboda	52020	52080
Inguruoya	52740	52800
Nawalapitiya	53460	53700
Ulapane	54420	54480
Tembligala	54840	54900
Gampola	55320	55380
Gelioya	56040	56100
Kandy	57180	57600
Sarasaviuyana	58020	58080
Peradeniya	58200	58260
Pilimatalawa	58740	58800
Kadugannawa	59220	59280
Balana	59760	60000
Ihalakotte	60600	60660
Kadigamuwa	61320	61920
Rambukkana	62580	62760
Polgahawela	63420	63540
Veyangoda	65340	65460
Gampaha	66120	66180
Ragama	66840	66900
Colombo Fort	68220	
