station_name	time_arrive	time_depart
Aluthgama		22200
Bentota	22380	58440
Induruwa	22680	23220
Mha Induruwa	23400	23460
Kosgoda	23640	24780
Piyagama	24960	25020
Ahungalle	25260	25320
Patagamgoda	25320	25380
Balapitiya	25560	25620
Andadola	25740	25800
Kandegoda	26040	26100
Ambalangoda	26100	26580
Madampagama	26700	26760
Akurala	26940	27000
Kahawa	27120	27180
Telwatte	27360	27420
Hikkaduwa	27720	27780
Thiranagama	27960	28020
Kumarakanda	28140	28200
Seenigama	28500	28560
Rathgama	28560	28620
Boossa	28860	28920
Ginthota	29040	29100
Dodanduwa	29340	29400
Richmond Hill	29580	29640
Piyadigama	29640	29700
Galle	29820	
