station_name	time_arrive	time_depart
Maradana		67500
Colombo Fort	67800	70200
Moratuwa	71760	71880
Panadura	72540	72720
Wadduwa	73260	73320
Kalutara North	73860	73920
Kalutara South	74160	74400
Katukurunda	74700	74760
Payagala North	75060	75120
Payagala South	75300	75360
Maggona	75540	75600
Beruwala	75900	75960
Hettimulla	76200	76260
Aluthgama	76560	76800
Bentota	76980	77040
Induruwa	77340	77400
Mha Induruwa	77640	77700
Kosgoda	78000	78060
Piyagama	78240	78300
Ahungalle	78480	78540
Patagamgoda	78720	78780
Balapitiya	78960	79020
Andadola	79200	79260
Kandegoda	79440	79500
Ambalangoda	79620	79800
Madampagama	80040	80100
Akurala	80340	80400
Kahawa	80520	80580
Hikkaduwa	80940	81180
Dodanduwa	81540	81600
Boossa	81960	82020
Ginthota	82200	82260
Galle	82680	
