station_name	time_arrive	time_depart
Colombo Fort		52500
Maradana	52740	52800
Dematagoda	52980	53040
Kelaniya	53280	53340
Ragama	53880	53940
Peralanda	54060	54120
Kandana	54300	54360
Kapuwatte	54480	54540
Ja-ela	54660	54720
Tudella	54840	54900
Kudahakapola	55020	55080
Alawatupitiya	55200	55260
Seeduwa	55380	55440
Liyanagemulla	55620	55680
Free Trade Zone	55800	55860
Katunayake	55980	56040
Kurana	56280	56340
Negombo	56640	56700
Kattuwa	57000	57060
Kochchikade	57300	57360
Waikkala	57480	57540
Bolawatte	57720	57780
Borelessa	58020	58080
Lunuwila	58380	58440
Tummodara	58860	58920
Nattandiya	59160	59220
Walahapitiya	59460	59520
Kuda Wawa	59760	59820
Nelumpokuna	60060	60120
Madampe	60240	60300
Kakkapalliya	60660	60720
Sawarana	60900	60960
Chilaw	61200	
