station_name	time_arrive	time_depart
Maradana		61800
Colombo Fort	62040	62100
Secretartat Halt	62220	62280
Kompannavediya	62400	62460
Kollupitiya	62580	62640
Bambalapitiya	62820	62880
Wellawatta	63060	63120
Dehiwala	63360	63420
Mount Lavinia	63600	63660
Ratmalana	63840	63900
Angulana	64020	64080
Lunawa	64200	64260
Moratuwa	64440	64860
Koralawella	65040	65100
Egoda Uyana	65220	65280
Panadura	65580	65640
Pinwatte	65880	65940
Wadduwa	66180	66240
Train Halt 01	66480	66540
Kalutara South	67020	
