station_name	time_arrive	time_depart
Kalutara South		26400
Kalutara North	26640	26700
Train Halt 01	27000	27060
Wadduwa	27360	27420
Pinwatte	27660	27720
Panadura	27960	28020
Koralawella	28500	28560
Egoda Uyana	28740	28800
Moratuwa	28740	28800
Lunawa	28980	29040
Angulana	29160	29220
Ratmalana	29400	29460
Mount Lavinia	29580	29640
Dehiwala	29820	29880
Wellawatta	30060	30120
Bambalapitiya	30300	30360
Kollupitiya	30540	30600
Kompannavediya	30780	30840
Colombo Fort	31020	31080
Maradana	31320	
