station_name	time_arrive	time_depart
Colombo Fort		30600
Ragama	31800	31860
Gampaha	32460	32520
Veyangoda	33060	33120
Polgahawela	34980	35040
Rambukkana	35700	35880
Kadugannawa	38220	38280
Kandy	39780	40200
Peradeniya	40680	40740
Gampola	41760	41820
Ulapane	42540	42600
Nawalapitiya	43320	43620
Inguruoya	44280	44340
Galaboda	45000	45060
Watawala	46080	46140
Ihalawatawala	46440	46500
Rosella	47040	47100
Hatton	47940	48060
Kotagala	48660	48720
Talawakele	49560	49620
Watagoda	50460	50520
Great Western	51120	51360
Radella	51840	51900
Nanuoya	52380	52560
Perakumpura	53220	53280
Ambewela	54300	54360
Pattipola	54780	54840
Ohiya	55620	55680
Idalgasinna	56700	56760
Haputale	57660	57720
Diyatalawa	58320	58380
Bandarawela	59220	59280
Kinigama	59580	59640
Heel Oya	60120	60180
Kital Elle	60600	60660
Elle	60960	61020
Demodara	61800	61860
Uduwara	64080	64140
Haliela	64620	65220
Badulla	66120	
