station_name	time_arrive	time_depart
Galle		50100
Richmond Hill	50340	50400
Piyadigama	50520	50580
Ginthota	50700	50760
Boossa	50940	51000
Rathgama	51180	51240
Dodanduwa	51360	51420
Kumarakanda	51600	51660
Thiranagama	51780	51840
Hikkaduwa	52020	52080
Seenigama	52260	52320
Telwatte	52440	52500
Kahawa	52680	52740
Akurala	52860	52920
Madampagama	53040	53100
Ambalangoda	53280	53340
Kandegoda	53460	53520
Andadola	53700	53760
Balapitiya	53880	53940
Patagamgoda	54120	54180
Ahungalle	54300	54360
Piyagama	54480	54540
Kosgoda	54660	54720
Mha Induruwa	54960	55020
Induruwa	55200	55260
Bentota	55440	55500
Aluthgama	57540	
