station_name	time_arrive	time_depart
Matale		49800
Elwala	50220	50280
Kohombiliwala	50280	50340
Ukuwela	50700	50760
Tawalanoya	50820	50880
Udaththawala	51240	51300
Marakona	51420	51480
Pathanpha	51540	51600
Yatawara	52140	52200
Wattegama	52500	53100
Yatirawana	52920	52980
Meegammana	53160	53220
Udatalawinna	53460	53520
Palle Talavinna	53700	53760
Katugastota	53940	54000
Mavilmada	54180	54240
Katugastota     Road	54420	54480
Mahaiyawa	55020	55080
Asgiriya	55200	55260
Kandy		55500
Peradeniya	59280	
