station_name	time_arrive	time_depart
Maradana		21600
Dematagoda	21780	21840
Kelaniya	22080	22140
Hunupitiya	22320	22380
Ragama	22740	23340
Walpola	23520	23580
Batuwatte	23700	23760
Bulugahagoda	23880	23940
Ganemulla	24060	24120
Gampaha	24480	24540
Daraluwa	24720	24780
Heendeniya	25380	25440
Veyangoda	25620	25980
Wandurawa	26100	26160
Keenawala	26280	26340
Pallewala	26520	26580
Ganegoda	26700	26760
Wijayarajadahana	26880	26940
Mirigama	27060	27360
Wilwatte	27540	27600
Botale	27720	27780
Ambeypussa	27900	27960
Wlakubura	27960	28020
Yattalgoda	28200	28260
Buthgamuwa	28440	28500
Alawwa	28740	28800
Polgahawela	29340	
