station_name	time_arrive	time_depart
Colombo Fort		64800
Maradana	65040	65100
Dematagoda	65340	65400
Gampaha	66780	66840
Mirigama	68160	68220
Ambeypussa	68580	68640
Alawwa	69240	69300
Polgahawela	69780	69840
Talawattegedara	70380	70440
Potuhera	70920	70980
Kurunegala	71700	71760
Muththettugala	71940	72000
Wellawa	72360	72420
Ganewatte	73020	73080
Hiriyala	73440	73500
Nagollagama	73800	73860
Timbiriyagedara	74160	74220
Maho	74700	75300
Randenigama	75600	75660
Abanpola	76320	76380
Galgamuwa	77100	77160
Senarathgama	77940	78000
Thambuttegama	78660	78720
Talawa	79560	79620
Anuradhapura Town	80640	80700
Anuradhapura	81000	
