station_name	time_arrive	time_depart
Kankesanthurai		32400
Mavittapuram	32640	32700
Tellipallai	32880	32940
Mallakam	33180	33240
Chunnakam	33420	33480
Inuvil	33660	33720
Kondavil	33960	34020
Kokuvil	34200	34260
Jaffna	34500	35100
Thachanthoppu	35280	35340
Punkankulam	35280	35340
Navatkuli	35640	35700
Chavakachcheri	36180	36240
Sankathanai	36360	36420
Meesalai	36600	36660
Mirusuvil	36720	36780
Kodikamam	36900	36960
Eluthumattuval	37020	37080
Pallai	37740	37800
Eliphant Pass	38400	38460
Paranthan	39060	39120
Kilinochchi	39420	39720
Murikandy	40620	40680
Mankulam	41460	41520
Puliyankulam	42660	42720
Omanthai	43380	43680
Thandikulam	44340	44400
Vavuniya	44640	44760
Erattaperiyakulam	45240	45300
Poonewa	46020	46080
Medawachchiya	46620	46740
Medagama	47400	47460
Parasangahawewa	47700	47760
Saliyapura	48300	48360
Mihintale Junction	48660	48720
Anuradhapura	48960	50400
Anuradhapura Town	50700	50760
Talawa	51660	51720
Thambuttegama	52500	52560
Senarathgama	53220	53520
Galgamuwa	54240	54360
Maho	55920	56100
Nagollagama	56700	56760
Ganewatte	57600	57660
Wellawa	58440	58500
Muththettugala	58980	59040
Kurunegala	59220	59640
Potuhera	60240	60300
Polgahawela	61200	61320
Mirigama	62640	62700
Veyangoda	63420	63540
Gampaha	64200	64320
Ragama	64980	65220
Colombo Fort		66900
Bambalapitiya	67380	67440
Wellawatta	67680	67800
Dehiwala	68040	68100
Mount Lavinia	68280	
