station_name	time_arrive	time_depart
Maradana		23100
Colombo Fort	23400	24600
Dehiwala	25440	25500
Mount Lavinia	25680	25740
Ratmalana	25920	25980
Moratuwa	26280	26340
Panadura	26940	27000
Wadduwa	27420	27480
Train Halt 01	27780	27840
Kalutara North	28140	28200
Kalutara South	28380	28500
Aluthgama	29640	30000
Bentota	30120	30180
Ambalangoda	31500	31680
Hikkaduwa	32280	32400
Galle	33540	34500
Katugoda	34860	34920
Unawatuna	35040	35100
Thalpe	35460	35820
Habaraduwa	36000	36060
Koggala	36180	36240
Kathaluwa	36360	36420
Ahangama	36600	36660
Midigama	36900	36960
Kumbalgama	37080	37140
Weligama	37320	37380
Polwathumodara	37620	37680
Mirissa	37800	37860
Kamburugamuwa	38040	38100
Walgama	38340	38400
Matara	38580	38700
