station_name	time_arrive	time_depart
Maradana		43500
Colombo Fort	43740	43800
Secretartat Halt	43920	43980
Kompannavediya	44100	44160
Kollupitiya	44280	44340
Bambalapitiya	44520	44580
Wellawatta	44760	44820
Dehiwala	45060	45120
Mount Lavinia	45300	45360
Ratmalana	45540	45600
Panadura	46920	46980
Angulana	47220	47280
Pinwatte	47220	47280
Lunawa	47400	47460
Moratuwa	47640	47700
Koralawella	47880	47940
Egoda Uyana	48060	48120
Kalutara North	48240	48300
Wadduwa	49020	49080
Train Halt 01	49380	49440
