station_name	time_arrive	time_depart
Maho		49500
Walaswewa		49800
Timbiriyagedara		50100
Kurahanhenagama		50460
Nagollagama	50580	50880
Mirihanpitigama		51120
Adagala		51300
Weragala		51420
Hiriyala		51600
Uyangalla		51720
Udugodagama		51840
Thambagalla		52080
Ganewatte	52380	52980
Nelumpathgama		53160
Dewedda		53400
Pinnagolla		53580
Porapola Junc.		53760
Porapola		53940
Pahalawardhana		54120
Wellawa	54360	54420
Hadiriwalana		54600
Thuruliyagama		54720
Meddegama		54840
Maraluwewa		55020
Muththettugala		55200
Kurunegala	55380	55860
Nailiya		56220
Potuhera	56580	56640
Talawattegedara	57180	57240
Girambe	57300	57360
Polgahawela	57900	
