station_name	time_arrive	time_depart
Kohombiliwala	23580	23640
Elwala	23820	23880
Matale		24000
Tawalanoya	24060	24120
Ukuwela	24360	24420
Udaththawala	24540	24600
Marakona	24720	24780
Pathanpha	25080	25140
Yatawara	25380	25440
Wattegama	25620	25680
Yatirawana	25800	25860
Meegammana	26040	26100
Udatalawinna	26340	26400
Palle Talavinna	26580	26640
Katugastota	26820	26880
Mavilmada	27120	27180
Katugastota     Road	27420	27480
Mahaiyawa	27600	27660
Asgiriya	27780	27840
Kandy	28020	28320
Sarasaviuyana	28920	28980
Peradeniya	29100	29160
Pilimatalawa	29760	29820
Kadugannawa	30240	30600
Balana	31200	32760
Rambukkana	34620	34740
Polgahawela	35460	35520
Veyangoda	37440	37500
Gampaha	38160	38220
Ragama	38940	39000
Colombo Fort	40500	
