station_name	time_arrive	time_depart
Aluthgama		57000
Induruwa	57300	57360
Kosgoda	57660	57720
Balapitiya	58080	58140
Ambalangoda	58440	58500
Kahawa	58860	58920
Hikkaduwa	59220	59280
Dodanduwa	59640	59700
Boossa	59940	60000
Ginthota	60180	60240
Galle	60600	61500
Katugoda	61860	61920
Unawatuna	62040	62100
Thalpe	62460	62520
Habaraduwa	62700	62760
Koggala	62880	62940
Kathaluwa	63060	63120
Ahangama	63300	63360
Midigama	63540	63600
Kumbalgama	63720	63780
Weligama	63960	64080
Polwathumodara	64260	64320
Mirissa	64440	64500
Kamburugamuwa	64680	64740
Walgama	64920	64980
