station_name	time_arrive	time_depart
Colombo Fort	18600	18720
Maradana	18960	19140
Dematagoda	19320	19380
Kelaniya	19620	19680
Hunupitiya	19860	19920
Ragama	20280	20340
Walpola	20520	20580
Batuwatte	20700	20760
Bulugahagoda	20880	20940
Ganemulla	21060	21120
Gampaha	21480	21540
Daraluwa	21720	21780
Heendeniya	22380	22440
Veyangoda	22620	22680
Wandurawa	22800	22860
Keenawala	22980	23040
Pallewala	23220	23280
Ganegoda	23400	23460
Wijayarajadahana	23580	23640
Mirigama	23760	23820
Wilwatte	24000	24060
Ambeypussa	24660	
