station_name	time_arrive	time_depart
Rambukkana		12900
Yatagama	13200	13260
Tismalpola	13440	13500
Panaleeya	13680	13740
Polgahawela	13980	14100
Wlakubura	14340	14400
Alawwa	14640	14700
Buthgamuwa	14940	15000
Yattalgoda	15180	15240
Ambeypussa	15480	15540
Botale	15660	15720
Wilwatte	15840	15900
Mirigama	16080	16140
Wijayarajadahana	16320	16380
Ganegoda	16500	16560
Pallewala	16680	16740
Keenawala	16920	16980
Wandurawa	17100	17160
Veyangoda	17280	17340
Gampaha	18060	18120
Yagoda	18300	18360
Ganemulla	18540	18600
Bulugahagoda	18780	18840
Batuwatte	18960	19020
Walpola	19140	19200
Ragama	19380	19440
Horape	19560	19620
Enderamulla	19800	19860
Hunupitiya	19980	20040
Wanawasala	20220	20280
Kelaniya	20460	20520
Dematagoda	20760	20820
Maradana	21000	
