station_name	time_arrive	time_depart
Colombo Fort		42900
Maradana	43140	43200
Dematagoda	43380	43440
Kelaniya	43680	43740
Wanawasala	43920	43980
Hunupitiya	44160	44220
Enderamulla	44340	44400
Horape	44580	44640
Ragama	44760	44820
Peralanda	45000	45060
Kandana	45240	45300
Kapuwatte	45420	45480
Ja-ela	45600	45660
Tudella	45840	45900
Kudahakapola	46020	46080
Alawatupitiya	46200	46260
Seeduwa	46440	46500
Liyanagemulla	46680	46740
Free Trade Zone	46860	46920
Katunayake	47040	47100
Kurana	47340	47400
Negombo	47700	47760
Kattuwa	48060	48120
Kochchikade	48360	48420
Waikkala	48540	48600
Bolawatte	48780	49200
Borelessa	49440	49500
Lunuwila	49800	49860
Tummodara	50280	50340
Nattandiya	50580	50640
Walahapitiya	50880	50940
Kuda Wawa	51180	51240
Nelumpokuna	51480	51540
Madampe	51660	51720
Kakkapalliya	52080	52140
Sawarana	52320	52380
Chilaw	52620	52680
Manuwangama	53100	53160
Bangadeniya	53400	53460
Arachchikattuwa	53700	53760
Anawilundawa	54000	54060
Battaluoya	54300	54360
Pulachchikulam	54600	54660
Mundal	54960	55020
Mangalaeliya	55560	55620
Madurankuliya	55980	56040
Erukkalam Pendu	56460	56520
Palavi	56640	56700
Thilladiya	56940	57000
Puttalam	57180	57240
Nooranagar	57480	
