station_name	time_arrive	time_depart
Nanuoya		21600
Radella	22200	22260
Great Western	22860	22920
Watagoda	23700	23760
Talawakele	24780	24840
Dec	25320	25380
Kotagala	25860	25920
Hatton	26700	26760
Rosella	27720	27780
Ihalawatawala	28440	28500
Watawala	28860	28920
Galaboda	30060	30120
Pemrose	30540	30600
Inguruoya	31020	31080
Hyinport	31500	31560
Nawalapitiya	31980	32400
Ulapane	33300	33600
Tembligala	34080	34140
Gampola	34620	34680
Gelioya	35580	35640
Koshinna	35880	35940
Kandy	37140	38400
Sarasaviuyana	38880	38940
Peradeniya	39120	39360
Pilimatalawa	40020	40440
Kadugannawa	40860	40920
Balana	41520	41580
Ihalakotte	42180	42420
Gangoda	42780	42840
Kadigamuwa	43200	43260
Rambukkana	43920	44160
Yatagama	44460	44520
Tismalpola	44700	44760
Panaleeya	45000	45060
Polgahawela	45360	45420
Alawwa	46020	46080
Mirigama	46860	46920
Veyangoda	47640	47700
Gampaha	48420	48480
Ragama	49200	49260
Colombo Fort	50700	
