station_name	time_arrive	time_depart
Kotagala	72960	73020
Watagoda	74880	74940
Great Western	75600	75660
Colombo Fort		45600
Ragama	46860	46920
Veyangoda	48300	48360
Mirigama	49080	49140
Polgahawela	50520	50580
Panaleeya	50820	50880
Tismalpola	51060	51120
Yatagama	51300	51360
Rambukkana	51660	51780
Kadigamuwa	52440	52500
Gangoda	52860	52920
Ihalakotte	53280	53580
Balana	54180	54540
Kadugannawa	55140	55680
Pilimatalawa	56100	56160
Kandy	57540	62400
Sarasaviuyana	63000	63060
Koshinna	63480	63540
Gelioya	63780	63840
Gampola	64680	64800
Tembligala	65280	65340
Ulapane	65820	65880
Nawalapitiya	66780	67020
Inguruoya	67920	68160
Galaboda	68820	68880
Watawala	70080	70140
Ihalawatawala	70560	70620
Rosella	71160	71220
Hatton	72180	72300
Nanuoya	72180	
