station_name	time_arrive	time_depart
Colombo Fort		50100
Maradana	50340	50400
Baseline Road	50640	50700
Cotta Road	50880	50940
Narahenpita	51180	51240
Kirulapana	51480	51540
Nugegoda	51780	51840
Pangiriwatta	52020	52080
Udhamulla	52200	52260
Nawinna	52440	52500
Maharagama	52620	52680
Pannipitiya	52980	53040
Kottawa	53280	53340
Malapalle	53520	53580
Homagama Hospital	53820	53880
Homagama	54000	54060
Panagoda	54240	54300
Godagama	54480	54540
Meegoda	54780	54840
Wataraka	55020	55080
Liyanwala	55200	55260
Padukka	55440	
