station_name	time_arrive	time_depart
Chilaw		22500
Madampe	23160	23220
Kuda Wawa	23520	24060
Nattandiya	24480	24540
Lunuwila	25140	25200
Bolawatte	25740	25800
Waikkala	26040	26100
Kochchikade	26280	26760
Negombo	27300	27360
Kurana	27660	27720
Katunayake	27960	28020
Free Trade Zone	28140	28200
Liyanagemulla	28320	28380
Seeduwa	28560	28620
Alawatupitiya	28800	28860
Kudahakapola	28980	29040
Tudella	29160	29220
Ja-ela	29400	29460
Kapuwatte	29580	29640
Kandana	29760	29820
Peralanda	30000	30060
Ragama	30240	30660
Horape	30780	30840
Enderamulla	31020	31080
Hunupitiya	31200	31260
Wanawasala	31440	31500
Kelaniya	31680	31740
Dematagoda	31980	32040
Colombo Fort	32520	
