station_name	time_arrive	time_depart
Polgahawela		72300
Wlakubura	72540	72600
Alawwa	72840	72900
Buthgamuwa	73140	73200
Yattalgoda	73380	73440
Ambeypussa	73680	73740
Botale	73860	73920
Wilwatte	74040	74100
Mirigama	74280	74340
Wijayarajadahana	74460	74520
Ganegoda	74640	74700
Pallewala	74820	74880
Keenawala	75060	75120
Wandurawa	75240	75300
Veyangoda	75420	75480
Heendeniya	75660	75720
Magalegoda	75840	75900
Bemmulla	76080	76140
Daraluwa	76320	76380
Gampaha	76560	76620
Yagoda	76740	76800
Ganemulla	76980	77040
Bulugahagoda	77160	77220
Batuwatte	77340	77400
Walpola	77520	77580
Ragama	77760	77820
Horape	77940	78000
Enderamulla	78180	78240
Hunupitiya	78360	78420
Dematagoda	78540	78600
Wanawasala	78540	78600
Kelaniya	78720	78780
Colombo Fort	79200	
