station_name	time_arrive	time_depart
Bambalapitiya	54660	54720
Kollupitiya	54900	54960
Kompannavediya	55080	55140
Kalutara North	49440	49500
Train Halt 01	49800	49860
Wadduwa	50160	50220
Kalutara South		50700
Panadura	50700	50760
Koralawella	51240	51300
Moratuwa	51480	51540
Lunawa	51720	51780
Angulana	51900	51960
Pinwatte	51960	52020
Ratmalana	52080	52140
Dehiwala	52560	52620
Egoda Uyana	52620	52680
Wellawatta	52860	52920
Colombo Fort	53760	53820
Mount Lavinia	53880	53940
Maradana	54060	
