station_name	time_arrive	time_depart
Colombo Fort		69300
Ragama	70500	70620
Gampaha	71340	71400
Veyangoda	72120	72240
Mirigama	72960	73020
Alawwa	73860	73920
Polgahawela	74520	74700
Potuhera	75840	75900
Kurunegala	76740	76860
Wellawa	77580	77640
Ganewatte	78480	78540
Nagollagama	79440	79500
Maho	80160	80400
Abanpola	81300	81360
Galgamuwa	82140	82200
Senarathgama	82980	83040
Thambuttegama	83760	83820
Talawa	84660	85020
Srawasthipura	85680	85740
Anuradhapura Town	86100	82560
Anuradhapura	0	300
Mihintale Junction	540	600
Saliyapura	840	900
Parasangahawewa	1380	1440
Medagama	1740	1800
Medawachchiya	2580	3600
Neriyakulam	4380	4440
Cheddiikulam	4980	5100
Madhu Road	7200	7380
Murunkan	8160	8220
Mathottam	8760	8820
Thiiruketheeswaram	9240	9300
Mannar	9900	10080
Thoddaveli	10560	10620
Pesalai	11160	11280
Talaimannar	11880	12000
Talaimannar Pier	12900	
