station_name	time_arrive	time_depart
Colombo Fort		63600
Maradana	63840	63900
Dematagoda	64080	64140
Kelaniya	64380	64440
Wanawasala	64560	64620
Hunupitiya	64740	64800
Enderamulla	64920	64980
Horape	65160	65220
Ragama	65340	65400
Walpola	65580	65640
Batuwatte	65760	65820
Bulugahagoda	65940	66000
Ganemulla	66120	66180
Yagoda	66360	66420
Gampaha	66540	67020
Daraluwa	67200	67260
Heendeniya	67440	67500
Bemmulla	67440	67500
Magalegoda	67680	67740
Keenawala	68040	68100
Veyangoda	68100	68160
Wandurawa	68280	68340
Pallewala	68700	68760
Mirigama	68820	68880
Ganegoda	68880	68940
Wijayarajadahana	69060	69120
Wilwatte	69060	69120
Botale	69240	69300
Ambeypussa	69840	69900
Yattalgoda	70140	70200
Buthgamuwa	70380	70440
Alawwa	70680	70740
Wlakubura	70980	71040
Polgahawela	71280	
