station_name	time_arrive	time_depart
Matale		17100
Kohombiliwala	17280	17340
Elwala	17520	17580
Tawalanoya	17760	17820
Ukuwela	18000	18060
Udaththawala	18180	18240
Marakona	18360	18420
Pathanpha	18840	18900
Yatawara	19140	19200
Wattegama	19560	19620
Yatirawana	19740	19800
Meegammana	19980	20040
Udatalawinna	20280	20340
Palle Talavinna	20520	20580
Katugastota	20760	20820
Mavilmada	21000	21060
Katugastota     Road	21240	21300
Mahaiyawa	21420	21480
Asgiriya	21960	22020
Kandy	22200	
