station_name	time_arrive	time_depart
Vavuniya		12900
Erattaperiyakulam	13320	13380
Poonewa	14100	14160
Medawachchiya	14820	14880
Medagama	15540	15600
Parasangahawewa	15840	15900
Saliyapura	16440	16500
Mihintale Junction	16800	16860
Anuradhapura	17100	18000
Anuradhapura Town	18300	18360
Srawasthipura	18720	18780
Talawa	19440	19500
Thambuttegama	20340	20460
Senarathgama	21120	21180
Galgamuwa	22020	22140
Abanpola	22920	23040
Randenigama	23580	23640
Maho	23940	24180
Timbiriyagedara	24600	24660
Nagollagama	24960	25020
Hiriyala	25440	25500
Ganewatte	26040	26340
Wellawa	27180	27420
Muththettugala	27960	28020
Kurunegala	28140	28680
Nailiya	29100	29160
Potuhera	29580	30000
Talawattegedara	30540	30600
Girambe	30780	30840
Polgahawela	31320	31440
Alawwa	32040	32100
Mirigama	33000	33060
Veyangoda	33840	33960
Gampaha	34680	34800
Ragama	35520	35640
Colombo Fort	37200	
