station_name	time_arrive	time_depart
Rambukkana		17400
Yatagama	17700	17760
Tismalpola	17940	18000
Panaleeya	18180	18240
Polgahawela	18480	18540
Wlakubura	18780	18840
Alawwa	19080	19140
Buthgamuwa	19380	19440
Yattalgoda	19620	19680
Ambeypussa	19920	19980
Botale	20100	20160
Wilwatte	20280	20340
Mirigama	20520	20580
Wijayarajadahana	20760	20820
Ganegoda	20940	21000
Pallewala	21120	21180
Keenawala	21360	21420
Wandurawa	21540	21600
Veyangoda	21720	21780
Heendeniya	21960	22020
Magalegoda	22140	22200
Bemmulla	22380	22440
Daraluwa	22620	22680
Gampaha	22860	22920
Yagoda	23100	23160
Ganemulla	23340	23400
Bulugahagoda	23580	23640
Batuwatte	23760	23820
Walpola	23940	24000
Ragama	24180	24540
Horape	24660	24720
Enderamulla	24900	24960
Hunupitiya	25080	25140
Kelaniya	25260	25320
Wanawasala	25560	25620
Dematagoda	25560	25620
Maradana	25860	
