station_name	time_arrive	time_depart
Colombo Fort		47700
Ragama	49020	49140
Gampaha	49920	50040
Veyangoda	50760	50880
Mirigama	51660	51720
Alawwa	52620	52680
Polgahawela	53280	53460
Girambe	53940	54000
Talawattegedara	54240	54300
Potuhera	54780	54840
Nailiya	55260	55320
Kurunegala	55920	55980
Muththettugala	55980	56040
Wellawa	56520	56580
Ganewatte	57420	57780
Hiriyala	58320	58380
Nagollagama	58800	58860
Timbiriyagedara	59160	59220
Maho	59640	59880
Randenigama	60180	60240
Abanpola	60840	60900
Galgamuwa	61680	62340
Senarathgama	63060	63120
Thambuttegama	63780	63840
Talawa	64620	64680
Srawasthipura	65340	65400
Anuradhapura Town	65760	65820
Anuradhapura	66120	67500
Mihintale Junction	67740	67800
Saliyapura	68040	68100
Parasangahawewa	68640	68700
Medagama	68940	69000
Medawachchiya	69720	69780
Poonewa	70320	70380
Erattaperiyakulam	72540	72600
Vavuniya	73020	
