station_name	time_arrive	time_depart
Puttalam		48600
Thilladiya	48780	48840
Palavi	49080	49260
Erukkalam Pendu	49440	49500
Madurankuliya	49920	49980
Mangalaeliya	50340	50400
Mundal	50940	51120
Pulachchikulam	51420	51480
Battaluoya	51720	51780
Anawilundawa	52020	52080
Arachchikattuwa	52320	52380
Bangadeniya	52620	53580
Manuwangama	53820	53880
Chilaw	54300	54600
Sawarana	54840	54900
Kakkapalliya	55080	55140
Madampe	55500	55920
Nelumpokuna	56100	56160
Kuda Wawa	56400	56520
Walahapitiya	56760	56820
Nattandiya	57060	57180
Tummodara	57420	57480
Lunuwila	57900	58560
Borelessa	58860	58920
Bolawatte	59160	59280
Waikkala	59460	59520
Kochchikade	59700	59820
Kattuwa	60060	60120
Negombo	60420	60720
Kurana	61020	61140
Katunayake	61380	61500
Free Trade Zone	61680	61740
Liyanagemulla	61920	61980
Seeduwa	62160	62340
Alawatupitiya	62520	62580
Kudahakapola	62760	62820
Tudella	63000	63060
Ja-ela	63240	63360
Kapuwatte	63540	63600
Kandana	63780	63840
Peralanda	64080	64140
Ragama	64320	64920
Horape	65100	65160
Enderamulla	65400	65460
Hunupitiya	65640	65700
Wanawasala	65880	65940
Kelaniya	66180	66240
Dematagoda	66540	66600
Colombo Fort	67500	
