station_name	time_arrive	time_depart
Aluthgama		16200
Hettimulla	16440	16500
Beruwala	16680	16740
Maggona	16980	17040
Payagala South	17220	17280
Payagala North	17400	17460
Kalutara South	17880	17940
Kalutara North	18180	18240
Katukurunda	18420	18480
Train Halt 01	18480	18540
Wadduwa	18780	18840
Panadura	19380	19440
Egoda Uyana	19680	19740
Koralawella	19860	19920
Pinwatte	20040	20100
Moratuwa	20100	20160
Lunawa	20280	20340
Angulana	20460	20520
Ratmalana	20640	20700
Mount Lavinia	20880	20940
Dehiwala	21120	21180
Kollupitiya	21840	21900
Wellawatta	22500	22560
Kompannavediya	22560	22620
Bambalapitiya	22740	22800
Secretartat Halt	23340	23400
Colombo Fort	23520	23580
Maradana	23820	
