station_name	time_arrive	time_depart
Dehiwala	70680	70740
Wellawatta	70980	71040
Bambalapitiya	71220	71280
Kollupitiya	71460	71520
Kalutara South		67500
Kalutara North	67680	67740
Train Halt 01	67980	68040
Wadduwa	68280	68340
Pinwatte	68580	68640
Panadura	68880	68940
Egoda Uyana	69240	69300
Koralawella	69420	69480
Moratuwa	69660	69720
Lunawa	69840	69900
Kompannavediya	69960	70020
Angulana	70020	70080
Ratmalana	70200	70260
Colombo Fort	70200	70260
Mount Lavinia	70440	70500
Maradana	70500	
