station_name	time_arrive	time_depart
Talaimannar Pier		77100
Talaimannar	77400	77700
Pesalai	78300	78420
Thoddaveli	78960	79020
Mannar	79500	79680
Thiiruketheeswaram	80280	80340
Mathottam	80760	80820
Murunkan	81360	81420
Madhu Road	82200	82380
Cheddiikulam	84480	84600
Neriyakulam	85140	85200
Medawachchiya	85980	0
Medagama	660	720
Parasangahawewa	1020	1800
Saliyapura	2340	2400
Mihintale Junction	2700	2760
Anuradhapura	3000	4200
Srawasthipura	4740	4800
Talawa	5460	5520
Thambuttegama	6360	6420
Senarathgama	7080	7140
Galgamuwa	7920	7980
Abanpola	8700	8760
Maho	9720	9840
Nagollagama	10500	10560
Ganewatte	11460	11580
Wellawa	12420	12480
Muththettugala	13080	13140
Kurunegala	13320	13500
Potuhera	14280	14340
Polgahawela	15480	15720
Alawwa	16320	16380
Veyangoda	17820	18000
Gampaha	18720	18960
Colombo Fort	21600	
