station_name	time_arrive	time_depart
Polgahawela		31800
Wlakubura	32040	32100
Alawwa	32340	32400
Buthgamuwa	32640	32700
Yattalgoda	32880	32940
Ambeypussa	33180	33240
Botale	33360	33420
Wilwatte	33540	33600
Mirigama	33780	33840
Wijayarajadahana	33960	34020
Ganegoda	34140	34200
Pallewala	34320	34380
Keenawala	34560	34620
Wandurawa	34740	34800
Veyangoda	34920	35220
Heendeniya	35400	35460
Magalegoda	35580	35640
Bemmulla	35820	35880
Daraluwa	36060	36120
Gampaha	36300	36780
Yagoda	36960	37020
Ganemulla	37200	37260
Bulugahagoda	37380	37440
Batuwatte	37560	37620
Walpola	37740	37800
Ragama	37980	38040
Horape	38160	38220
Enderamulla	38400	38460
Hunupitiya	38580	38640
Wanawasala	38760	38820
Kelaniya	38940	39000
Dematagoda	39240	39300
Colombo Fort	39300	
