station_name	time_arrive	time_depart
Colombo Fort		69600
Maradana	69840	69900
Dematagoda	70080	70140
Kelaniya	70380	70440
Wanawasala	70560	70620
Hunupitiya	70740	70800
Enderamulla	70920	70980
Horape	71160	71220
Ragama	71340	71400
Walpola	71580	71640
Batuwatte	71760	71820
Bulugahagoda	71940	72000
Ganemulla	72120	72180
Gampaha	72540	72600
Daraluwa	72780	72840
Heendeniya	73440	73500
Veyangoda	73680	73740
Wandurawa	73860	73920
Keenawala	74040	74100
Pallewala	74280	74340
Ganegoda	74460	74520
Wijayarajadahana	74640	74700
Mirigama	74820	74880
Wilwatte	75060	75120
Botale	75240	75300
Ambeypussa	75420	
