station_name	time_arrive	time_depart
Wlakubura	76800	76860
Polgahawela		77100
Alawwa	77100	77160
Buthgamuwa	77400	77460
Yattalgoda	77640	77700
Ambeypussa	77940	78000
Botale	78120	78180
Mirigama	78540	78600
Wilwatte	78840	78900
Ganegoda	78900	78960
Pallewala	79080	79140
Wijayarajadahana	79260	79320
Keenawala	79320	79380
Wandurawa	79500	79560
Veyangoda	79680	79740
Heendeniya	79920	79980
Magalegoda	80100	80160
Daraluwa	80580	80640
Gampaha	80820	80880
Bemmulla	80880	80940
Yagoda	81000	81060
Ganemulla	81240	81300
Bulugahagoda	81420	81480
Batuwatte	81600	81660
Walpola	81780	81840
Ragama	82020	82080
Horape	82200	82260
Enderamulla	82440	82500
Wanawasala	82800	82860
Kelaniya	82980	83040
Hunupitiya	83100	83160
Dematagoda	83280	83340
Colombo Fort	83820	
